Title,Price,Odometer,Transmission,Engine
2021 Toyota Landcruiser VX Auto 4x4,"$130,000* ","9,247 km",Automatic,8cyl 4.5L Turbo Diesel
2014 Holden Trax LTZ TJ Auto MY14,"$15,950* ","62,500 km",Automatic,4cyl 1.8L Petrol
2014 Toyota FJ Cruiser Auto 4x4 MY14,"$35,500* ","249,603 km",Automatic,6cyl 4.0L Petrol
2017 Subaru Forester 2.5i-L Special Edition S4 Auto AWD MY18,"$32,000* ","51,081 km",Automatic,4cyl 2.5L Petrol
2016 Land Rover Range Rover Evoque TD4 150 SE Auto 4x4 MY17,"$49,000* ","67,000 km",Automatic,4cyl 2.0L Turbo Diesel
2015 Holden Captiva 7 LTZ CG Auto AWD MY15,"$18,999* ","54,921 km",Automatic,6cyl 3.0L Petrol
2014 Nissan Pathfinder Ti R52 Auto 4WD MY14,"$31,990* ","41,000 km",Automatic,6cyl 3.5L Petrol
2021 Mazda CX-9 Azami LE TC Auto i-ACTIV AWD,"$64,999* ","1,500 km",Automatic,4cyl 2.5L Turbo Petrol
2016 Mercedes-Benz GLA-Class GLA250 Auto 4MATIC,"$43,500* ","42,950 km",Automatic,4cyl 2.0L Turbo Petrol
2001 Toyota Landcruiser Prado Grande Auto 4x4,"$17,800* ","324,568 km",Automatic,4cyl 3.0L Turbo Diesel
2017 BMW X3 xDrive20d F25 LCI Auto 4x4,"$49,500* ","56,500 km",Automatic,4cyl 2.0L Turbo Diesel
2010 BMW X6 xDrive35d E71 Auto 4x4 MY10,"$29,000* ","164,448 km",Automatic,6cyl 3.0L Turbo Diesel
2017 Audi Q5 TDI sport Auto quattro ultra MY18,"$48,000* ","79,752 km",Automatic,4cyl 2.0L Turbo Diesel
2017 Audi SQ7 TDI Auto 4WD MY17,"$120,000* ","40,471 km",Automatic,8cyl 4.0L Diesel
2018 Toyota Landcruiser Prado GXL Auto 4x4,"$67,999* ","41,384 km",Automatic,4cyl 2.8L Turbo Diesel
2015 Volvo XC90 T6 Inscription Auto AWD MY16,"$48,750* ","135,000 km",Automatic,4cyl 2.0L TSPetrol
2016 Jeep Grand Cherokee Overland Auto 4x4 MY15,"$42,000* ","78,000 km",Automatic,6cyl 3.0L Turbo Diesel
2010 Land Rover Range Rover Sport Super Charged Auto 4x4 MY10,"$35,000* ","120,000 km",Automatic,8cyl 5.0L S Petrol
2017 Mercedes-Benz GLS-Class GLS350 d Auto 4MATIC,"$88,000* ","128,440 km",Automatic,6cyl 3.0L Turbo Diesel
2013 Land Rover Range Rover Sport SDV6 Luxury Auto 4x4 MY13,"$49,990* ","180,000 km",Automatic,6cyl 3.0L Turbo Diesel
2013 Nissan Dualis ST J10 Series 3 Auto 2WD MY12,"$13,750* ","99,000 km",Automatic,4cyl 2.0L Petrol
2014 BMW X4 xDrive30d F26 Auto 4x4,"$42,000* ","80,000 km",Automatic,6cyl 3.0L Turbo Diesel
2013 Audi Q5 TDI Auto quattro MY14,"$22,000* ","175,500 km",Automatic,6cyl 3.0L Turbo Diesel
2013 Holden Captiva 7 SX CG Auto MY13,"$13,900* ","66,952 km",Automatic,4cyl 2.4L Petrol
2006 Ford Territory Ghia SY Auto AWD,"$9,500* ","133,000 km",Automatic,6cyl 4.0L Petrol
2011 Volkswagen Tiguan 103TDI 5N Auto 4MOTION MY11,"$12,000* ","180,000 km",Automatic,4cyl 2.0L Turbo Diesel
2016 Mitsubishi Outlander LS ZK Auto 2WD MY16,"$25,000* ","47,293 km",Automatic,4cyl 2.0L Petrol
2018 Toyota Kluger GX Auto 2WD,"$39,900* ","19,700 km",Automatic,6cyl 3.5L Petrol
2018 Mazda CX-5 GT KF Series Auto i-ACTIV AWD,"$41,500* ","56,700 km",Automatic,4cyl 2.5L Petrol
2017 Maserati Levante Auto MY17,"$78,800* ","75,314 km",Automatic,6cyl 3.0L Turbo Diesel
2017 Suzuki Vitara S Turbo Auto 4WD,"$19,000* ","119,400 km",Automatic,4cyl 1.4L Turbo Petrol
2017 Hyundai Tucson Elite Auto 2WD MY18,"$25,500* ","111,000 km",Automatic,4cyl 2.0L Petrol
2020 Audi SQ8 TDI Auto quattro MY20,"$189,000* ","55,000 km",Automatic,8cyl 4.0L Diesel
2021 Suzuki Jimny GLX Manual 4x4,"$42,500* ","1,700 km",Manual,4cyl 1.5L Petrol
2016 Volkswagen Golf Alltrack 132TSI 7 Auto 4MOTION MY16,"$27,500* ","81,000 km",Automatic,4cyl 1.8L Turbo Petrol
2001 Toyota Landcruiser Standard Manual 4x4,"$70,000* ","76,000 km",Manual,6cyl 4.2L Diesel
2018 Toyota Landcruiser Sahara Auto 4x4,"$110,000* ","145,000 km",Automatic,8cyl 4.5L Turbo Diesel
2013 Mercedes-Benz M-Class ML250 BlueTEC Auto 4x4,"$43,000* ","69,000 km",Automatic,4cyl 2.1L Turbo Diesel
2016 Nissan QASHQAI Ti J11 Auto,"$29,880* ","4,195 km",Automatic,4cyl 2.0L Petrol
2019 Kia Sportage S Auto 2WD MY20,"$29,888* ","70,467 km",Automatic,4cyl 2.0L Petrol
2017 Mitsubishi ASX XLS XC Auto 2WD MY18,"$27,888* ","43,539 km",Automatic,4cyl 2.0L Petrol
2016 Subaru XV 2.0i G4X Auto AWD MY16,"$25,777* ","37,381 km",Automatic,4cyl 2.0L Petrol
2018 Hyundai Tucson Active X Auto 2WD MY18,"$25,880* ","97,020 km",Automatic,4cyl 2.0L Petrol
2019 Nissan X-TRAIL ST T32 Series II Auto 2WD,"$27,480* ","52,561 km",Automatic,4cyl 2.5L Petrol
2021 BMW X3 xDrive30i M Sport G01 LCI Auto 4x4,"$96,890 ","1,589 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Audi Q2 35 TFSI Auto MY21,"$59,500 ","4,000 km",Automatic,4cyl 1.5L Turbo Petrol
2012 Subaru XV 2.0i-L G4X Auto AWD MY12,"$19,490* ","126,062 km",Automatic,4cyl 2.0L Petrol
2013 Holden Trax LS TJ Auto MY14,"$13,484* ","86,837 km",Automatic,4cyl 1.8L Petrol
2021 Land Rover Range Rover Sport D300 SE Auto 4x4 MY22,"$179,990 ",,Automatic,6cyl 3.0L Turbo Diesel
2020 Audi RS Q3 Auto quattro MY20,"$119,888* ","13,114 km",Automatic,5cyl 2.5L Turbo Petrol
2014 Land Rover Defender Manual 4x4 MY14,"$77,990* ","77,268 km",Manual,4cyl 2.2L Turbo Diesel
2015 Land Rover Range Rover Sport SDV6 SE Auto 4x4 MY16,"$77,990* ","69,270 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Toyota RAV4 Cruiser Auto eFour,"$64,990* ",16 km,Automatic,2.5i/163kW Hybrid
2016 Audi Q7 TDI Auto quattro MY16,"$58,880* ","75,342 km",Automatic,6cyl 3.0L Turbo Diesel
2015 Volvo XC90 D5 Inscription Auto AWD MY16,"$49,900* ","108,899 km",Automatic,4cyl 2.0L Turbo Diesel
2017 Volkswagen Tiguan 162TSI Sportline 5N Auto 4MOTION MY18,"$47,990* ","28,498 km",Automatic,4cyl 2.0L Turbo Petrol
2020 Subaru Forester 2.5i-L S5 Auto AWD MY20,"$39,999* ","18,065 km",Automatic,4cyl 2.5L Petrol
2017 Mazda CX-5 GT KF Series Auto i-ACTIV AWD,"$37,990* ","64,987 km",Automatic,4cyl 2.5L Petrol
2021 Suzuki S-Cross Turbo Prestige Auto,"$31,990 ",,Automatic,4cyl 1.4L Turbo Petrol
2016 Mitsubishi Outlander LS Safety Pack ZK Auto 2WD MY17,"$25,970* ","97,301 km",Automatic,4cyl 2.0L Petrol
2014 Mitsubishi ASX XLS XB Auto 2WD MY15,"$20,888* ","100,388 km",Automatic,4cyl 2.0L Petrol
2007 Nissan Elgrand Highway Star E51 Auto,"$18,990* ","115,449 km",Automatic,6cyl 3.5L Petrol
2012 Nissan X-TRAIL ST T31 Manual 2WD Series IV,"$15,888* ","102,246 km",Manual,4cyl 2.0L Petrol
2018 BMW X5 M F85 Auto 4x4,"$107,878* ","43,711 km",Automatic,8cyl 4.4L Turbo Petrol
2017 Mercedes-Benz GLC-Class GLC250 Auto 4MATIC,"$69,880* ","22,708 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Jeep Compass Launch Edition Auto FWD MY21,"$42,990 ",,Automatic,4cyl 2.4L Petrol
2016 Volkswagen Tiguan 162TSI Highline 5N Auto 4MOTION MY17,"$39,990* ","78,861 km",Automatic,4cyl 2.0L Turbo Petrol
2019 Nissan X-TRAIL ST T32 Series II Auto 2WD,"$29,980* ","40,413 km",Automatic,4cyl 2.5L Petrol
2017 Audi SQ7 TDI Auto 4WD MY17,"$109,800* ","76,277 km",Automatic,8cyl 4.0L Diesel
2019 BMW X4 xDrive30i M Sport G02 Auto 4x4,"$74,900* ","48,329 km",Automatic,4cyl 2.0L Turbo Petrol
2017 Lexus RX RX350 Sports Luxury Auto 4x4,"$63,880* ","89,451 km",Automatic,6cyl 3.5L Petrol
2018 Kia Sorento Si Auto AWD MY18,"$39,999* ","55,570 km",Automatic,4cyl 2.2L Turbo Diesel
2013 Lexus RX RX350 Luxury Auto 4x4,"$34,900* ","105,237 km",Automatic,6cyl 3.5L Petrol
2017 Audi SQ7 TDI Auto 4WD MY17,"$114,880* ","49,791 km",Automatic,8cyl 4.0L Diesel
2021 Volkswagen Touareg 170TDI CR Auto 4MOTION MY21,"$95,369 ",,Automatic,6cyl 3.0L Turbo Diesel
2016 Land Rover Range Rover Sport SDV6 SE Auto 4x4 MY16,"$85,800* ","80,338 km",Automatic,6cyl 3.0L Turbo Diesel
2019 Audi Q5 40 TDI sport Auto quattro ultra MY20,"$72,990* ","20,337 km",Automatic,4cyl 2.0L Turbo Diesel
2018 Volkswagen Tiguan 162TSI Highline Allspace 5N Auto 4MOTION MY19,"$58,888* ","30,495 km",Automatic,4cyl 2.0L Turbo Petrol
2018 Toyota Kluger Grande Auto AWD,"$53,888* ","48,889 km",Automatic,6cyl 3.5L Petrol
2020 Jeep Compass Limited Auto 4x4 MY20,"$44,888 ",256 km,Automatic,4cyl 2.4L Petrol
2020 Toyota RAV4 GX Manual 2WD,"$41,995* ","5,526 km",Manual,4cyl 2.0L Petrol
2020 Subaru XV 2.0i Premium G5X Auto AWD MY20,"$36,990* ","10,994 km",Automatic,4cyl 2.0L Petrol
2018 Toyota Kluger GX Auto 2WD,"$36,870* ","88,500 km",Automatic,6cyl 3.5L Petrol
2015 Audi Q5 TFSI Auto quattro MY16,"$36,800* ","53,110 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Haval H6 Lux Auto,"$35,485 ",,Automatic,4cyl 2.0L Turbo Petrol
2021 Renault Captur Zen Auto,"$34,990 ",,Automatic,4cyl 1.3L Turbo Petrol
2012 Audi Q5 TDI Auto quattro MY12,"$16,888* ","147,805 km",Automatic,4cyl 2.0L Turbo Diesel
2013 Hyundai ix35 SE Auto,"$16,880* ","121,549 km",Automatic,4cyl 2.0L Petrol
2020 Maserati Levante Trofeo Auto MY20,"$349,888* ","10,500 km",Automatic,8cyl 3.8L Turbo Petrol
2016 Porsche Macan S 95B Auto AWD MY17,"$77,800* ","56,952 km",Automatic,6cyl 3.0L Turbo Petrol
2016 Mercedes-Benz GLE-Class GLE350 d Auto 4MATIC,"$71,850 ","72,046 km",Automatic,6cyl 3.0L Turbo Diesel
2019 BMW X1 xDrive25i F48 LCI Auto AWD,"$58,888* ","16,024 km",Automatic,4cyl 2.0L Turbo Petrol
2018 Audi Q5 TFSI sport Auto quattro ultra MY18,"$58,800* ","76,441 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Mazda MX-30 G20e Astina DR Series Auto,"$42,388 ","2,500 km",Automatic,4cyl 2.0L Petrol
2021 Mazda CX-30 G25 Touring DM Series Auto,"$40,888 ",,Automatic,4cyl 2.5L Petrol
2020 Mazda CX-5 Touring KF Series Auto i-ACTIV AWD,"$38,876* ","32,350 km",Automatic,4cyl 2.5L Petrol
2007 Nissan Elgrand Highway Star E51 Auto,"$20,990* ","62,803 km",Automatic,6cyl 3.5L Petrol
2021 Suzuki Ignis GL Manual,"$20,990 ",,Manual,4cyl 1.2L Petrol
2021 Mazda CX-5 Akera KF Series Auto i-ACTIV AWD,"$57,412 ",,Automatic,4cyl 2.2L Turbo Diesel
2019 Isuzu MU-X LS-M Auto 4x4 MY19,"$50,950* ","69,416 km",Automatic,4cyl 3.0L Turbo Diesel
2020 Toyota Yaris Cross GXL Auto 2WD,"$38,990* ","12,094 km",Automatic,1.5i/85kW Hybrid
2018 Toyota RAV4 GXL Auto AWD,"$31,888* ","97,882 km",Automatic,4cyl 2.5L Petrol
2016 Mazda CX-3 Akari DK Auto i-ACTIV AWD,"$26,990* ","46,559 km",Automatic,4cyl 2.0L Petrol
2017 Mitsubishi ASX XLS XC Auto 2WD MY17,"$22,888* ","76,548 km",Automatic,4cyl 2.0L Petrol
2012 BMW X1 sDrive18i E84 Auto MY12,"$18,800* ","95,855 km",Automatic,4cyl 2.0L Petrol
2021 Jaguar F-PACE P250 R-Dynamic SE Auto AWD MY21.25,"$114,990 ",10 km,Automatic,4cyl 2.0L Turbo Petrol
2017 Toyota Landcruiser Sahara Auto 4x4,"$107,888* ","86,180 km",Automatic,8cyl 4.5L Turbo Diesel
2012 Land Rover Range Rover Vogue TDV8 Luxury Auto 4x4 MY12,"$74,990* ","84,949 km",Automatic,8cyl 4.4L Turbo Diesel
2021 Mitsubishi Eclipse Cross PHEV Exceed YB Auto AWD MY22,"$58,990 ","1,505 km",Automatic,2.4i/60kW Hybrid
2021 Subaru XV 2.0i-S G5X Auto AWD MY21,"$43,555 ","2,120 km",Automatic,4cyl 2.0L Petrol
2016 Mercedes-Benz GLA-Class GLA180 Auto,"$39,800* ","59,128 km",Automatic,4cyl 1.6L Turbo Petrol
2015 Mitsubishi Pajero Sport GLS QE Auto 4x4 MY16,"$37,990* ","114,315 km",Automatic,4cyl 2.4L Turbo Diesel
2016 Subaru Outback 2.5i Premium 5GEN Auto AWD MY16,"$27,888* ","95,694 km",Automatic,4cyl 2.5L Petrol
2013 Nissan Pathfinder ST R52 Auto 4WD MY14,"$22,999* ","128,674 km",Automatic,6cyl 3.5L Petrol
2021 Suzuki Ignis GL Auto,"$22,585 ",,Automatic,4cyl 1.2L Petrol
2003 Volvo XC70 Auto 4x4 MY03,"$5,990* ","224,506 km",Automatic,5cyl 2.5L Turbo Petrol
2016 Land Rover Range Rover V8SC Autobiography LWB Auto 4x4 MY16.5,"$219,990* ","54,402 km",Automatic,8cyl 5.0L S Petrol
2021 Volkswagen Touareg 170TDI CR Auto 4MOTION MY21,"$107,200 ",,Automatic,6cyl 3.0L Turbo Diesel
2020 Volvo XC60 T8 Polestar Auto 4x4 MY21,"$103,990* ","2,936 km",Automatic,2.0TSC/311kW Hybrid
2020 BMW X2 M35i F39 Auto AWD,"$67,888* ","4,250 km",Automatic,4cyl 2.0L Turbo Petrol
2015 Mercedes-Benz GLE-Class GLE250 d Auto 4MATIC,"$67,850 ","75,613 km",Automatic,4cyl 2.1L Turbo Diesel
2016 Mercedes-Benz GLE-Class GLE250 d Auto 4MATIC,"$56,789* ","94,285 km",Automatic,4cyl 2.1L Turbo Diesel
2019 Subaru Forester 2.5i Premium S5 Auto AWD MY20,"$44,999* ","18,535 km",Automatic,4cyl 2.5L Petrol
2020 Nissan X-TRAIL Ti T32 Series II Auto 4WD,"$44,980* ","7,045 km",Automatic,4cyl 2.5L Petrol
2018 Subaru Forester 2.5i S5 Auto AWD MY19,"$36,999* ","56,988 km",Automatic,4cyl 2.5L Petrol
2018 Toyota C-HR Koba Auto 2WD,"$36,990* ","29,697 km",Automatic,4cyl 1.2L Turbo Petrol
2018 Mazda CX-3 Maxx Sport DK Auto FWD,"$27,990* ","19,049 km",Automatic,4cyl 2.0L Petrol
2013 Toyota RAV4 Cruiser Auto AWD MY14,"$26,888* ","120,590 km",Automatic,4cyl 2.2L Turbo Diesel
2016 Mazda CX-5 Maxx Sport KE Series 2 Auto AWD,"$23,888* ","119,301 km",Automatic,4cyl 2.5L Petrol
2020 Volvo XC90 D5 Momentum Auto AWD MY20,"$89,666* ","3,985 km",Automatic,4cyl 2.0L Turbo Diesel
2016 Land Rover Range Rover Sport TDV6 SE Auto 4x4 MY16.5,"$81,800* ","76,265 km",Automatic,6cyl 3.0L Turbo Diesel
2017 Toyota Kluger GXL Auto AWD,"$40,900* ","106,652 km",Automatic,6cyl 3.5L Petrol
2018 Mazda CX-3 Akari DK Manual FWD,"$28,888* ","39,001 km",Manual,4cyl 2.0L Petrol
2019 Nissan X-TRAIL ST T32 Series II Auto 2WD,"$27,880* ","44,948 km",Automatic,4cyl 2.5L Petrol
2017 Mitsubishi ASX LS XC Auto 2WD MY18,"$23,800* ","95,179 km",Automatic,4cyl 2.0L Petrol
2020 Volkswagen Touareg 170TDI CR Auto 4MOTION MY21,"$108,800 ","2,015 km",Automatic,6cyl 3.0L Turbo Diesel
2016 Land Rover Range Rover Sport SDV6 HSE Auto 4x4 MY16,"$84,800* ","70,821 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Hyundai Palisade Highlander Auto 2WD MY22,"$78,201 ",,Automatic,6cyl 3.8L Petrol
2017 Volvo XC90 D5 R-Design Auto AWD MY17,"$64,888* ","97,407 km",Automatic,4cyl 2.0L Turbo Diesel
2019 Toyota Kluger Grande Auto AWD,"$56,880* ","44,302 km",Automatic,6cyl 3.5L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$35,990 ","1,590 km",Automatic,3cyl 1.0L Turbo Petrol
2021 Hyundai Venue Active Auto MY21,"$28,617 ",,Automatic,4cyl 1.6L Petrol
2016 Toyota RAV4 GX Auto AWD,"$27,990* ","84,553 km",Automatic,4cyl 2.5L Petrol
2018 Maserati Levante GranSport Auto MY19,"$119,800* ","53,649 km",Automatic,6cyl 3.0L Turbo Petrol
2020 BMW X3 xDrive30i M Sport G01 Auto 4x4,"$84,709 ","9,000 km",Automatic,4cyl 2.0L Turbo Petrol
2017 Porsche Cayenne Diesel Platinum Edition 92A Auto 4x4 MY18,"$83,880* ","85,869 km",Automatic,6cyl 3.0L Turbo Diesel
2021 Jeep Compass Launch Edition Auto FWD MY21,"$42,990 ",,Automatic,4cyl 2.4L Petrol
2017 Audi Q3 TFSI Sport Auto quattro MY17,"$42,800* ","48,012 km",Automatic,4cyl 2.0L Turbo Petrol
2018 Audi Q3 TFSI Auto MY18,"$40,880* ","44,563 km",Automatic,4cyl 1.4L Turbo Petrol
2021 Haval Jolion Lux Auto,"$29,490 ",,Automatic,4cyl 1.5L Turbo Petrol
2018 Ford Escape Ambiente ZG Auto 2WD MY18,"$23,990* ","46,640 km",Automatic,4cyl 1.5L Turbo Petrol
2009 Subaru Forester XT Premium S3 Auto AWD MY09,"$13,999* ","218,787 km",Automatic,4cyl 2.5L Turbo Petrol
2021 Audi Q5 45 TFSI Sport Auto quattro ultra MY21,"$95,800 ","2,125 km",Automatic,4cyl 2.0L Turbo Petrol
2020 Toyota RAV4 GX Auto 2WD,"$42,888* ","2,380 km",Automatic,4cyl 2.0L Petrol
2016 Mercedes-Benz GLA-Class GLA250 Auto 4MATIC,"$42,800* ","68,576 km",Automatic,4cyl 2.0L Turbo Petrol
2020 MG HS Essence Auto FWD MY20,"$39,690 ",,Automatic,4cyl 1.5L Turbo Petrol
2021 Volkswagen T-Cross 85TSI CityLife C1 Auto FWD MY21,"$36,065 ",,Automatic,3cyl 1.0L Turbo Petrol
2019 Subaru XV 2.0i-S G5X Auto AWD MY19,"$32,999* ","79,417 km",Automatic,4cyl 2.0L Petrol
2018 Nissan QASHQAI N-TEC J11 Series 2 Auto,"$31,990* ","27,267 km",Automatic,4cyl 2.0L Petrol
2019 Land Rover Range Rover Evoque D180 SE Auto 4x4 MY20,"$78,990* ","25,161 km",Automatic,4cyl 2.0L Turbo Diesel
2021 Mazda CX-5 GT KF Series Auto i-ACTIV AWD,"$51,752 ",,Automatic,4cyl 2.5L Petrol
2016 BMW X4 xDrive20d F26 Auto 4x4,"$48,880* ","66,795 km",Automatic,4cyl 2.0L Turbo Diesel
2014 Hyundai Santa Fe Highlander Auto 4x4 MY14,"$31,890* ","81,094 km",Automatic,4cyl 2.2L Turbo Diesel
2019 Mitsubishi Outlander ES ZL Auto 2WD MY19,"$29,996* ","55,805 km",Automatic,4cyl 2.4L Petrol
2015 Audi Q3 TDI Auto quattro MY14,"$28,990* ","97,000 km",Automatic,4cyl 2.0L Turbo Diesel
2016 Subaru Outback 2.5i 5GEN Auto AWD MY17,"$26,990* ","93,386 km",Automatic,4cyl 2.5L Petrol
2010 Mitsubishi ASX XA Auto 2WD MY11,"$18,990* ","152,603 km",Automatic,4cyl 2.0L Petrol
2017 Kia Sportage Si Auto 2WD MY17,"$18,748* ","176,479 km",Automatic,4cyl 2.0L Petrol
2019 Land Rover Discovery SD4 SE Auto 4x4 MY19,"$104,888* ","31,600 km",Automatic,4cyl 2.0L Turbo Diesel
2021 Audi Q5 40 TDI Auto quattro ultra MY21,"$78,880* ","3,147 km",Automatic,4cyl 2.0L Turbo Diesel
2018 Ford Everest Trend UA II Auto 4WD MY19,"$55,555* ","81,435 km",Automatic,4cyl 2.0L Turbo Diesel
2016 Mercedes-Benz GLA-Class GLA250 Auto 4MATIC,"$47,999* ","48,993 km",Automatic,4cyl 2.0L Turbo Petrol
2019 Toyota RAV4 GX Auto eFour,"$44,888* ","81,635 km",Automatic,2.5i/163kW Hybrid
2020 Jeep Compass Limited Auto 4x4 MY20,"$42,888 ","5,124 km",Automatic,4cyl 2.4L Petrol
2018 Volkswagen Tiguan 132TSI Comfortline 5N Auto 4MOTION MY18,"$38,990* ","58,850 km",Automatic,4cyl 2.0L Turbo Petrol
2021 Suzuki S-Cross Turbo Auto,"$31,585 ",10 km,Automatic,4cyl 1.4L Turbo Petrol
2019 Hyundai Tucson Active X Auto 2WD MY20,"$29,980* ","61,466 km",Automatic,4cyl 2.0L Petrol
2016 Volkswagen Golf Alltrack 132TSI 7 Auto 4MOTION MY16,"$22,990* ","84,822 km",Automatic,4cyl 1.8L Turbo Petrol
2021 Hyundai Palisade Auto 2WD MY21,"$65,111 ",,Automatic,6cyl 3.8L Petrol
2017 Lexus RX RX350 F Sport Auto 4x4,"$57,990* ","95,271 km",Automatic,6cyl 3.5L Petrol
2017 Lexus RX RX200t Luxury Auto,"$55,100* ","71,727 km",Automatic,4cyl 2.0L Turbo Petrol
2017 Ford Everest Trend UA Auto RWD,"$42,888* ","89,409 km",Automatic,5cyl 3.2L Turbo Diesel
2020 Toyota RAV4 GX Auto 2WD,"$39,900* ","32,312 km",Automatic,4cyl 2.0L Petrol
2021 Nissan JUKE ST-L F16 Auto 2WD,"$38,035 ",,Automatic,3cyl 1.0L Turbo Petrol
2020 MG HS Vibe Auto FWD MY20,"$29,290 ",10 km,Automatic,4cyl 1.5L Turbo Petrol
2021 Land Rover Range Rover Velar P400 R-Dynamic HSE Auto AWD MY21,"$170,990 ","4,701 km",Automatic,6cyl 3.0L Petrol
2020 Land Rover Defender 110 D240 SE Auto AWD MY20,"$119,988* ","20,165 km",Automatic,4cyl 2.0L Turbo Diesel
2015 Mercedes-Benz GLE-Class GLE450 AMG Auto 4MATIC,"$84,500* ","77,279 km",Automatic,6cyl 3.0L Turbo Petrol
2019 Volvo XC60 D5 R-Design Auto AWD MY20,"$79,888* ","5,231 km",Automatic,4cyl 2.0L Turbo Diesel
2021 Mitsubishi Pajero Sport GLS QF Auto 4x4 MY21,"$54,990 ","5,200 km",Automatic,4cyl 2.4L Turbo Diesel
2021 Mazda CX-30 G25 Astina DM Series Auto,"$44,475 ","2,497 km",Automatic,4cyl 2.5L Petrol
2019 Subaru Forester 2.5i S5 Auto AWD MY19,"$37,888* ","44,579 km",Automatic,4cyl 2.5L Petrol
2021 Volkswagen T-Cross 85TSI CityLife C1 Auto FWD MY21,"$34,878 ",750 km,Automatic,3cyl 1.0L Turbo Petrol
2014 Hyundai Santa Fe Elite Auto 4x4 MY14,"$31,800* ","69,068 km",Automatic,4cyl 2.2L Turbo Diesel
2018 Kia Sportage Si Auto 2WD MY18,"$19,748* ","163,086 km",Automatic,4cyl 2.0L Petrol
2021 Jaguar E-PACE P250 R-Dynamic SE Auto AWD MY21,"$104,990 ",,Automatic,4cyl 2.0L Turbo Petrol
2021 BMW X3 xDrive30i M Sport G01 Auto 4x4,"$89,639 ","3,000 km",Automatic,4cyl 2.0L Turbo Petrol
2017 Toyota Landcruiser Prado GXL Auto 4x4,"$64,990* ","69,572 km",Automatic,4cyl 2.8L Turbo Diesel
2018 Hyundai Santa Fe Highlander Auto 4x4 MY19,"$47,950* ","89,410 km",Automatic,4cyl 2.2L Turbo Diesel
2016 Isuzu MU-X LS-M Auto 4x4 MY15.5,"$36,990* ","180,465 km",Automatic,4cyl 3.0L Turbo Diesel
2021 Volkswagen T-Cross 85TSI CityLife C1 Auto FWD MY21,"$34,090 ",,Automatic,3cyl 1.0L Turbo Petrol
2012 Mazda CX-5 Maxx KE Series Manual,"$17,990* ","92,601 km",Manual,4cyl 2.0L Petrol
2021 Audi Q5 40 TDI Auto quattro ultra MY21,"$78,808 ","8,433 km",Automatic,4cyl 2.0L Turbo Diesel
